n;mcsta;mcstascaled;mcstashifted;Storm;Stormscaled;Stormshifted;Storm-static;Storm-staticscaled;Storm-staticshifted
1;0.5756180286407471;0.7459082465107488;1.0;0.0566103458404541;0.5211744343940243;1.0;0.057570457458496094;0.521520203189381;1.0
2;0.5923480987548828;0.7545785048993047;1.0;0.05856442451477051;0.5218784061530568;1.0;0.06763148307800293;0.5251573460811111;1.0
3;0.7824337482452393;0.860458887085396;1.0;0.06672501564025879;0.5248286135881516;1.0;0.07232046127319336;0.5268611049834758;1.0
4;1.4879138469696045;1.4879138469696045;1.4879138469696045;0.07167291641235352;0.5266254884214743;1.0;0.1023406982421875;0.5379008238797087;1.0
5;1.6254639625549316;1.6254639625549316;1.6254639625549316;0.0992898941040039;0.5367684341041179;1.0;0.16752886772155762;0.5626763483497408;1.0
6;2.5729620456695557;2.5729620456695557;2.5729620456695557;0.1654069423675537;0.5618521960860301;1.0;0.171675443649292;0.5642903625847696;1.0
7;2.9051506519317627;2.9051506519317627;2.9051506519317627;0.16809439659118652;0.5628962027771925;1.0;0.280789852142334;0.6084668966740091;1.0
8;3.0571415424346924;3.0571415424346924;3.0571415424346924;0.28497791290283203;0.6102297461603626;1.0;0.32276344299316406;0.6263672364581345;1.0
9;3.065861940383911;3.065861940383911;3.065861940383911;0.3208444118499756;0.6255374617824739;1.0;0.36279296875;0.6439288609181913;1.0
10;4.1895482540130615;4.1895482540130615;4.1895482540130615;0.36127734184265137;0.6432550472494656;1.0;0.3766460418701172;0.6501204279432894;1.0
11;4.393764972686768;4.393764972686768;4.393764972686768;0.38369107246398926;0.6532919725395706;1.0;1.3915112018585205;1.3915112018585205;1.3915112018585205
12;4.440749645233154;4.440749645233154;4.440749645233154;0.48541998863220215;0.7008514829122899;1.0;1.4018285274505615;1.4018285274505615;1.4018285274505615
13;4.868288040161133;4.868288040161133;4.868288040161133;0.9275753498077393;0.9512016718649872;1.0;2.7005667686462402;2.7005667686462402;2.7005667686462402
14;5.671426057815552;5.671426057815552;5.671426057815552;1.3978123664855957;1.3978123664855957;1.3978123664855957;3.3289763927459717;3.3289763927459717;3.3289763927459717
15;6.135810613632202;6.135810613632202;6.135810613632202;1.4235191345214844;1.4235191345214844;1.4235191345214844;4.00508451461792;4.00508451461792;4.00508451461792
16;6.716291666030884;6.716291666030884;6.716291666030884;1.5472931861877441;1.5472931861877441;1.5472931861877441;4.023967027664185;4.023967027664185;4.023967027664185
17;6.808935165405273;6.808935165405273;6.808935165405273;1.9087796211242676;1.9087796211242676;1.9087796211242676;4.276989459991455;4.276989459991455;4.276989459991455
18;7.109309434890747;7.109309434890747;7.109309434890747;1.9490702152252197;1.9490702152252197;1.9490702152252197;5.09431266784668;5.09431266784668;5.09431266784668
19;7.21002197265625;7.21002197265625;7.21002197265625;2.199981689453125;2.199981689453125;2.199981689453125;9.050022602081299;9.050022602081299;9.050022602081299
20;7.441452503204346;7.441452503204346;7.441452503204346;2.4011611938476562;2.4011611938476562;2.4011611938476562;9.055410623550415;9.055410623550415;9.055410623550415
21;7.495607137680054;7.495607137680054;7.495607137680054;2.693235397338867;2.693235397338867;2.693235397338867;9.292776823043823;9.292776823043823;9.292776823043823
22;7.515087604522705;7.515087604522705;7.515087604522705;2.749669075012207;2.749669075012207;2.749669075012207;9.500243186950684;9.500243186950684;9.500243186950684
23;10.14117980003357;10.14117980003357;10.14117980003357;2.9509332180023193;2.9509332180023193;2.9509332180023193;10.06827163696289;10.06827163696289;10.06827163696289
24;12.776201963424683;12.776201963424683;12.776201963424683;3.397376775741577;3.397376775741577;3.397376775741577;10.372932434082031;10.372932434082031;10.372932434082031
25;13.170981407165527;13.170981407165527;13.170981407165527;3.718679904937744;3.718679904937744;3.718679904937744;12.851221084594727;12.851221084594727;12.851221084594727
26;13.938234329223633;13.938234329223633;13.938234329223633;3.76371431350708;3.76371431350708;3.76371431350708;15.45097279548645;15.45097279548645;15.45097279548645
27;14.444582462310791;14.444582462310791;14.444582462310791;3.800344705581665;3.800344705581665;3.800344705581665;15.493448734283447;15.493448734283447;15.493448734283447
28;14.974791526794434;14.974791526794434;14.974791526794434;4.044528245925903;4.044528245925903;4.044528245925903;16.82557511329651;16.82557511329651;16.82557511329651
29;14.978732585906982;14.978732585906982;14.978732585906982;4.513299226760864;4.513299226760864;4.513299226760864;17.142479181289673;17.142479181289673;17.142479181289673
30;16.953611850738525;16.953611850738525;16.953611850738525;4.551382541656494;4.551382541656494;4.551382541656494;18.78513479232788;18.78513479232788;18.78513479232788
